"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"838","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"839","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"840","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"841","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"842","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"843","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"844","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"845","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"846","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"847","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"848","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"849","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"850","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"851","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"852","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"853","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"854","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"855","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"856","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"857","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"858","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"859","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"860","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"861","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"862","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"863","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"864","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"865","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"866","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"867","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"868","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"869","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"870","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"871","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"872","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"873","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"874","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"875","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"876","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"877","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"878","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"879","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"880","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"881","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"882","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"883","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"884","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"885","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"886","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"887","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"888","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"889","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"890","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"891","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"892","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"893","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"894","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"895","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"896","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"897","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"898","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"899","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"900","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"901","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"902","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"903","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"904","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"905","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"906","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"907","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"908","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"909","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"910","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"911","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
